year,country,oil production - TWh,gas production - TWh,oil consumption - TWh,gas consumption - TWh,co2,gas_co2,oil_co2,population,gdp,co2_growth_abs,co2_growth_prct,co2_per_unit_energy,total_ghg,cumulative_oil_co2,methane
1996,Lower-middle-income countries,2824.346,1082.4661,1960.091,956.6979,1537.373,220.449,591.139,2099562015.0,,110.371,7.734,0.247,5132.004,12468.371,1925.845
1997,Lower-middle-income countries,2862.6218,1106.9106,2095.8687,970.5767,1611.672,228.569,628.437,2142190416.0,,74.299,4.833,0.249,5138.956,13096.809,1927.209
1998,Lower-middle-income countries,2918.3406,1203.607,2197.3562,1012.8766,1656.555,246.043,662.611,2185367386.0,,44.883,2.785,0.245,5307.237,13759.419,1927.34
1999,Lower-middle-income countries,2863.923,1252.695,2318.3418,1141.6345,1755.423,263.348,699.467,2228456373.0,,98.868,5.968,0.249,5377.09,14458.886,1952.099
2000,Lower-middle-income countries,2997.5525,1427.2312,2369.9983,1218.9539,1827.241,275.898,727.112,2271915383.0,,71.818,4.091,0.25,5525.448,15185.998,1992.755
2001,Lower-middle-income countries,2952.0024,1588.6127,2364.283,1292.7329,1848.306,282.479,724.534,2315757811.0,,21.064,1.153,0.247,5428.396,15910.531,2007.243
2002,Lower-middle-income countries,2931.628,1703.2177,2402.5264,1378.613,1897.529,316.471,724.888,2358301106.0,,49.224,2.663,0.246,5450.423,16635.42,1984.835
2003,Lower-middle-income countries,3103.7104,1873.2969,2407.9084,1445.0155,1981.194,343.827,740.203,2400690961.0,,83.665,4.409,0.249,5768.681,17375.623,2050.56
2004,Lower-middle-income countries,3364.186,2030.7081,2546.3804,1566.7147,2089.057,359.776,772.087,2444268374.0,,107.862,5.444,0.244,5832.967,18147.709,2084.998
2005,Lower-middle-income countries,3395.7017,2227.2048,2576.3218,1673.4478,2184.885,376.854,783.567,2487467093.0,,95.829,4.587,0.243,5987.603,18931.275,2143.261
2006,Lower-middle-income countries,3413.2468,2435.8472,2662.1953,1722.5211,2304.831,416.188,804.363,2531007489.0,,119.945,5.49,0.25,6154.61,19735.641,2158.718
2007,Lower-middle-income countries,3442.2576,2576.878,2839.7,1826.9607,2438.967,438.304,837.915,2575225097.0,,134.137,5.82,0.248,6437.046,20573.555,2187.135
2008,Lower-middle-income countries,3568.964,2641.478,2950.245,1859.8579,2579.854,449.21,883.602,2618898053.0,,140.887,5.776,0.249,6661.291,21457.156,2228.871
2009,Lower-middle-income countries,3549.2354,2625.1677,3079.0642,1997.2942,2706.806,459.064,912.541,2662972657.0,,126.952,4.921,0.252,6744.77,22369.695,2229.086
2010,Lower-middle-income countries,3795.9397,2840.974,3179.5361,2143.6194,2846.691,486.32,972.938,2707863142.0,,139.885,5.168,0.252,6974.973,23342.635,2273.997
2011,Lower-middle-income countries,3672.1904,2858.3464,3286.4722,2232.4636,3003.597,516.57,1020.54,2752880130.0,,156.905,5.512,0.251,7105.632,24363.176,2320.446
2012,Lower-middle-income countries,3685.7952,2878.856,3421.244,2244.3342,3168.652,511.067,1050.224,2797702090.0,,165.055,5.495,0.254,7251.706,25413.398,2344.932
2013,Lower-middle-income countries,3566.4653,2734.1387,3469.305,2161.9258,3260.296,487.633,1067.724,2842799048.0,,91.644,2.892,0.251,7243.067,26481.123,2326.113
2014,Lower-middle-income countries,3532.936,2774.2625,3587.9302,2158.3857,3497.819,481.572,1128.029,2887643268.0,,237.523,7.285,0.254,7584.868,27609.154,2350.693
2015,Lower-middle-income countries,3545.8247,2824.0881,3864.8096,2173.447,3643.334,495.056,1175.288,2931203604.0,,145.515,4.16,0.255,7661.484,28784.441,2375.12
2016,Lower-middle-income countries,3301.6533,2711.4294,4196.9683,2238.197,3859.967,527.251,1272.66,2974455559.0,,216.633,5.946,0.263,7820.268,30057.102,2391.136
2017,Lower-middle-income countries,3269.081,2844.7427,4323.344,2361.302,4028.302,556.638,1315.16,3017492364.0,,168.336,4.361,0.258,8031.284,31372.262,2425.55
2018,Lower-middle-income countries,3219.8936,2973.4988,4380.4883,2478.2578,4218.262,554.554,1320.205,3059616981.0,,189.96,4.716,0.256,8104.382,32692.465,2452.344
2019,Lower-middle-income countries,3169.822,2999.796,4446.26,2533.6575,4379.94,591.561,1359.35,3101052697.0,,161.678,3.833,0.259,8228.383,34051.816,2482.587
2020,Lower-middle-income countries,2927.3398,2741.161,4007.3567,2468.4033,4181.05,573.584,1260.269,3141910276.0,,-198.89,-4.541,0.258,8014.058,35312.082,2471.625
2021,Lower-middle-income countries,2663.8115,2954.9258,4174.7407,2586.9744,4489.79,600.098,1324.242,3180608875.0,,308.739,7.384,0.259,8342.733,36636.324,2496.122
2022,Lower-middle-income countries,2524.0461,2797.007,4543.096,2450.156,4626.718,573.907,1410.727,3216231214.0,,136.928,3.05,0.299,8498.523,38047.051,2516.335
2023,Lower-middle-income countries,2546.1013,2602.5298,4619.154,2462.3616,4882.584,576.396,1424.219,3253459279.0,,255.867,5.53,0.3,8809.557,39471.273,2526.259
1965,Malaysia,0.55562174,,31.176205,0.0,8.38,0.099,7.855,9056415.0,27746652160.0,0.981,13.255,0.253,77.618,112.377,7.896
1966,Malaysia,0.55562174,,35.99366,0.0,9.834,0.114,9.237,9284694.0,29125220352.0,1.454,17.352,0.257,93.919,121.614,8.118
1967,Malaysia,0.55562174,,38.8187,0.0,10.128,0.139,9.53,9507107.0,29621778432.0,0.293,2.981,0.246,122.552,131.144,8.368
1968,Malaysia,2.228576,,39.98575,0.0,10.53,0.136,9.885,9725281.0,32227313664.0,0.403,3.976,0.248,108.038,141.03,8.727
1969,Malaysia,5.0005956,,43.46176,0.0,9.138,0.198,8.402,9947602.0,34076721152.0,-1.392,-13.224,0.196,133.467,149.431,8.763
1970,Malaysia,10.001191,0.0,40.44124,0.081410006,14.586,0.044,13.759,10178801.0,36156456960.0,5.448,59.622,0.33,119.363,163.19,9.202
1971,Malaysia,38.3379,0.8287492,45.043636,0.82874537,16.663,0.165,14.982,10423464.0,38820380672.0,2.077,14.238,0.337,142.753,178.172,9.503
1972,Malaysia,51.81439,1.1605095,49.28976,1.1605041,17.901,0.227,15.916,10676839.0,41749893120.0,1.238,7.43,0.325,135.935,194.088,10.146
1973,Malaysia,50.561577,1.1605095,52.4388,1.1605041,17.505,0.227,15.363,10935623.0,47796125696.0,-0.396,-2.209,0.302,122.954,209.451,10.15
1974,Malaysia,45.00536,2.4192624,52.282986,2.4192514,19.045,0.476,15.33,11200905.0,51361124352.0,1.54,8.795,0.324,143.008,224.781,10.159
1975,Malaysia,54.45093,2.916263,54.681435,2.9162498,19.445,0.575,15.187,11471912.0,51780284416.0,0.4,2.103,0.32,151.109,239.969,10.772
1976,Malaysia,93.04304,3.4717677,61.35862,3.471752,23.898,0.682,18.807,11750093.0,58225278976.0,4.452,22.898,0.353,179.077,258.775,11.987
1977,Malaysia,101.67877,3.1767573,73.671425,3.1767428,22.621,0.627,17.829,12035715.0,62980902912.0,-1.277,-5.343,0.285,180.842,276.604,12.37
1978,Malaysia,120.0143,23.655596,79.16399,23.50423,23.26,0.106,19.196,12328158.0,68504293376.0,0.64,2.828,0.221,179.438,295.8,13.262
1979,Malaysia,156.68533,29.354116,88.513306,29.24945,27.306,0.117,22.295,12627863.0,74075578368.0,4.045,17.392,0.226,171.589,318.095,15.438
1980,Malaysia,153.77174,26.109348,96.19926,26.01631,28.033,0.139,23.031,12983361.0,80232407040.0,0.727,2.661,0.221,180.375,341.126,15.302
1981,Malaysia,143.90604,21.99233,103.69143,21.87603,30.878,0.154,26.128,13399206.0,85915672576.0,2.845,10.149,0.236,167.185,367.254,14.999
1982,Malaysia,168.90901,27.66777,107.58703,27.53984,30.642,0.169,25.326,13832795.0,91022696448.0,-0.236,-0.763,0.219,179.971,392.58,15.888
1983,Malaysia,213.91435,66.72131,115.040695,38.599968,38.048,0.74,30.536,14285914.0,96580485120.0,7.406,24.171,0.236,162.61,423.116,18.559
1984,Malaysia,248.48622,101.355446,113.108444,47.822563,34.794,1.645,25.695,14759014.0,104084234240.0,-3.254,-8.552,0.201,211.995,448.81,21.112
1985,Malaysia,247.25168,111.985275,111.31613,46.18273,36.33,3.386,27.7,15252259.0,103003217920.0,1.535,4.413,0.211,279.98,476.51,22.042
1986,Malaysia,277.81085,150.6085,102.545456,71.66406,40.102,6.534,27.97,15760425.0,104308424704.0,3.772,10.383,0.213,355.055,504.48,24.772
1987,Malaysia,274.47714,162.84326,105.06764,71.48961,40.878,7.676,28.059,16276735.0,109808533504.0,0.776,1.935,0.21,352.39,532.539,25.256
1988,Malaysia,299.17395,168.11165,112.245155,72.93173,42.869,6.445,30.444,16796611.0,119529209856.0,1.992,4.872,0.21,376.068,562.983,26.344
1989,Malaysia,325.3301,181.95135,116.46208,83.51503,50.084,6.892,32.346,17315003.0,130700369920.0,7.215,16.829,0.219,289.922,595.329,27.859
1990,Malaysia,343.66562,180.11382,135.13397,79.09563,54.269,6.837,35.713,17833178.0,143192129536.0,4.185,8.357,0.225,251.727,631.042,28.721
1991,Malaysia,357.8599,213.8757,153.59685,117.60256,65.785,13.293,39.776,18342474.0,157808066560.0,11.516,21.22,0.218,235.772,670.818,30.623
1992,Malaysia,363.60208,223.90076,181.72055,127.80207,72.961,16.004,44.181,18834569.0,173041778688.0,7.176,10.908,0.214,253.293,714.999,31.38
1993,Malaysia,355.60532,241.24109,187.49182,125.510956,86.612,22.027,50.184,19322667.0,191754977280.0,13.651,18.71,0.253,277.716,765.183,32.725
1994,Malaysia,361.85297,255.52274,197.3366,130.32578,87.497,22.391,52.249,19820445.0,211154255872.0,0.885,1.022,0.241,260.021,817.431,33.947
1995,Malaysia,387.5474,282.88812,225.68347,135.36157,109.595,42.008,54.641,20330602.0,233787211776.0,22.098,25.255,0.275,259.387,872.073,34.511
1996,Malaysia,393.02176,361.46042,247.44212,162.94792,110.108,36.252,58.518,20850085.0,259190308864.0,0.513,0.468,0.248,259.979,930.59,39.44
1997,Malaysia,389.57727,413.086,282.96338,202.29222,118.471,35.441,68.086,21375224.0,280383848448.0,8.363,7.595,0.23,262.316,998.676,43.883
1998,Malaysia,395.68912,412.26022,258.76495,204.39726,109.782,35.94,59.701,21906713.0,261784109056.0,-8.69,-7.335,0.222,273.402,1058.378,41.093
1999,Malaysia,376.96588,422.27368,252.93382,232.64651,103.987,37.959,52.824,22435533.0,279671635968.0,-5.795,-5.279,0.196,254.128,1111.201,41.779
2000,Malaysia,390.2037,496.82196,273.37418,287.54013,122.878,49.671,56.153,22967817.0,305803231232.0,18.891,18.167,0.201,237.723,1167.354,45.075
2001,Malaysia,378.97498,490.23938,295.61264,277.09637,130.89,48.582,63.481,23526534.0,309934489600.0,8.012,6.52,0.209,273.839,1230.835,45.205
2002,Malaysia,397.95853,505.88174,319.9746,280.88776,132.035,49.024,60.705,24102479.0,329700343808.0,1.145,0.875,0.2,274.638,1291.54,46.553
2003,Malaysia,411.863,527.2228,334.79303,302.65912,153.384,61.881,62.222,24679604.0,350966710272.0,21.349,16.169,0.215,304.425,1353.762,50.541
2004,Malaysia,422.25116,601.4222,351.0072,326.94257,169.678,59.218,67.615,25256771.0,377079431168.0,16.294,10.623,0.22,306.925,1421.377,53.886
2005,Malaysia,397.20566,676.9998,363.53732,373.73007,169.967,64.08,68.799,25836073.0,399781036032.0,0.289,0.17,0.204,305.244,1490.176,56.35
2006,Malaysia,374.1982,674.6589,351.68854,388.6397,170.166,69.546,62.325,26417906.0,426608951296.0,0.199,0.117,0.202,315.541,1552.501,56.934
2007,Malaysia,387.66705,676.287,374.9842,404.01456,175.451,65.438,68.827,26998384.0,458125836288.0,5.284,3.105,0.195,333.424,1621.328,56.76
2008,Malaysia,390.62015,692.0507,360.4522,435.49698,192.847,72.633,70.211,27570054.0,485245091840.0,17.396,9.915,0.207,358.694,1691.539,58.797
2009,Malaysia,369.8451,661.6569,357.81046,400.2232,192.119,65.443,68.612,28124780.0,483081289728.0,-0.728,-0.377,0.213,384.262,1760.151,57.086
2010,Malaysia,384.60764,650.8206,361.47537,380.2312,199.346,60.808,73.375,28655771.0,525056606208.0,7.227,3.762,0.214,409.809,1833.526,54.23
2011,Malaysia,344.99838,669.5117,369.18195,383.1736,203.452,64.784,71.753,29162033.0,557469663232.0,4.106,2.06,0.214,451.691,1905.279,54.031
2012,Malaysia,349.7088,692.5072,404.4225,420.157,212.99,66.289,74.277,29662835.0,587985584128.0,9.538,4.688,0.205,456.747,1979.556,53.983
2013,Malaysia,333.95056,725.88605,430.01007,445.67325,241.671,82.274,87.213,30174269.0,615585611776.0,28.681,13.466,0.222,473.274,2066.769,56.662
2014,Malaysia,346.53543,721.741,429.4578,447.0921,245.05,82.562,88.718,30696133.0,652563841024.0,3.379,1.398,0.223,572.301,2155.487,57.265
2015,Malaysia,374.35437,768.4601,398.72943,468.39825,235.938,77.211,76.189,31232796.0,685237665792.0,-9.112,-3.718,0.212,469.119,2231.676,58.093
2016,Malaysia,387.3148,766.95483,443.14453,449.9298,237.294,73.525,77.292,31789694.0,715730780160.0,1.356,0.575,0.202,435.536,2308.968,58.823
2017,Malaysia,382.0993,795.83105,417.47427,450.44153,244.457,70.427,80.88,32355642.0,757336178688.0,7.163,3.019,0.206,411.639,2389.848,58.505
2018,Malaysia,378.3237,761.19,423.70773,446.77808,262.643,84.26,80.676,32910962.0,794013990912.0,18.186,7.439,0.217,412.981,2470.525,59.975
2019,Malaysia,355.42764,774.80853,460.3622,452.15112,279.842,89.764,96.924,33440588.0,829053861888.0,17.199,6.548,0.226,412.759,2567.448,60.871
2020,Malaysia,325.73975,730.9279,382.43192,436.13663,263.199,83.744,69.539,33889555.0,783174008832.0,-16.643,-5.947,0.22,391.517,2636.988,57.945
2021,Malaysia,300.74094,789.77936,371.0073,513.51715,273.152,97.599,73.878,34282405.0,807389757440.0,9.953,3.782,0.219,399.103,2710.866,59.468
2022,Malaysia,294.68967,830.02747,449.95392,519.453,285.448,98.726,87.06,34695494.0,877584187392.0,12.295,4.501,0.214,414.272,2797.926,61.39
2023,Malaysia,291.32083,780.06445,488.6479,438.35837,288.824,87.563,96.717,35126295.0,,3.376,1.183,0.216,415.634,2894.643,60.358
1965,Mexico,209.96678,,178.4483,80.64689,75.168,15.765,47.296,43174477.0,258981953536.0,0.968,1.304,0.256,197.811,1659.607,63.89
1966,Mexico,215.03337,,186.99396,85.11342,80.845,17.012,50.303,44629106.0,276900085760.0,5.677,7.552,0.26,204.459,1709.91,67.253
1967,Mexico,237.99353,,200.27634,73.19651,90.006,19.814,56.606,46129603.0,294308773888.0,9.161,11.332,0.284,214.607,1766.517,69.939
1968,Mexico,254.70474,,217.7839,78.59209,93.887,19.826,59.412,47668308.0,318504960000.0,3.882,4.313,0.272,218.618,1825.928,71.718
1969,Mexico,267.08307,,230.15845,97.470535,102.176,19.594,66.902,49233192.0,338814337024.0,8.289,8.829,0.27,214.372,1892.831,73.877
1970,Mexico,281.20184,110.30307,247.47473,99.67502,113.951,20.61,73.408,50814959.0,362723639296.0,11.774,11.524,0.282,232.952,1966.239,76.694
1971,Mexico,280.36813,109.181725,262.43677,103.59451,126.182,20.086,84.935,52412563.0,376060510208.0,12.232,10.734,0.297,248.302,2051.174,78.421
1972,Mexico,291.88528,113.480225,295.5131,110.77967,132.261,21.555,89.893,54030170.0,406222012416.0,6.078,4.817,0.282,260.992,2141.067,80.04
1973,Mexico,300.7447,123.30594,316.24557,122.74594,144.04,24.021,99.049,55667287.0,437262843904.0,11.78,8.906,0.284,271.383,2240.116,81.945
1974,Mexico,377.0003,129.26202,357.2522,129.14703,154.701,25.091,103.328,57320149.0,461217267712.0,10.661,7.401,0.277,286.863,2343.444,85.715
1975,Mexico,466.99908,131.39035,394.2111,131.39035,164.104,25.718,111.172,58982403.0,486091849728.0,9.402,6.078,0.276,302.923,2454.616,89.91
1976,Mexico,520.7187,128.85493,434.23633,128.85493,183.693,25.183,129.409,60645513.0,505910525952.0,19.59,11.938,0.29,331.534,2584.025,92.965
1977,Mexico,632.27313,136.65276,448.20316,135.9986,192.338,26.501,139.958,62308499.0,521365323776.0,8.644,4.706,0.288,345.88,2723.983,96.668
1978,Mexico,775.63153,171.05864,504.61945,171.05864,222.048,33.504,155.57,63979054.0,567422156800.0,29.71,15.447,0.295,374.006,2879.553,100.938
1979,Mexico,938.07477,207.65465,541.5423,207.65465,240.175,40.883,166.467,65648867.0,621948436480.0,18.128,8.164,0.289,409.032,3046.02,104.874
1980,Mexico,1246.5953,251.15242,603.66943,223.01714,267.645,43.793,195.799,67300338.0,678622134272.0,27.469,11.437,0.295,450.027,3241.819,112.131
1981,Mexico,1488.5858,270.57907,660.86053,241.79158,283.587,47.31,207.602,68892104.0,737336098816.0,15.942,5.956,0.283,474.828,3449.421,117.948
1982,Mexico,1756.2821,288.5231,684.2733,259.95645,303.764,51.843,215.578,70433259.0,733602840576.0,20.177,7.115,0.291,543.256,3664.999,123.144
1983,Mexico,1711.0585,290.96167,666.7178,268.19806,277.43,51.901,195.683,71971238.0,708391993344.0,-26.333,-8.669,0.269,490.931,3860.682,124.6
1984,Mexico,1724.8599,286.19363,705.7309,268.5839,276.491,52.446,197.907,73506848.0,734058577920.0,-0.939,-0.339,0.256,490.268,4058.59,126.314
1985,Mexico,1696.2805,277.63766,734.98035,275.2785,287.181,54.583,204.22,75043416.0,751167275008.0,10.69,3.866,0.253,504.61,4262.81,129.265
1986,Mexico,1591.9348,246.61609,744.0882,244.92165,293.219,48.438,219.558,76585639.0,728181112832.0,6.038,2.103,0.266,572.324,4482.368,129.008
1987,Mexico,1663.4996,250.671,780.32104,249.24323,305.79,49.12,230.846,78136650.0,741613830144.0,12.571,4.287,0.269,573.908,4713.213,129.375
1988,Mexico,1659.4952,253.9323,778.4027,253.59618,305.418,49.633,232.342,79695527.0,751820210176.0,-0.372,-0.122,0.267,606.013,4945.555,130.191
1989,Mexico,1663.8485,243.76479,832.9989,247.96423,323.216,51.278,247.678,81247176.0,782981267456.0,17.798,5.827,0.267,651.259,5193.233,133.807
1990,Mexico,1688.312,263.8614,916.3862,268.17517,316.746,52.923,235.642,82820171.0,823577477120.0,-6.47,-2.002,0.24,652.324,5428.875,135.201
1991,Mexico,1777.2651,267.59097,941.7247,282.36115,329.827,55.268,246.532,84430563.0,865148731392.0,13.082,4.13,0.243,618.023,5675.407,136.422
1992,Mexico,1779.7585,259.37534,954.6505,282.39487,332.453,55.612,248.72,86044810.0,902108282880.0,2.626,0.796,0.24,601.656,5924.126,135.779
1993,Mexico,1782.6091,277.7821,947.33923,283.26508,337.722,55.066,249.797,87653815.0,925343285248.0,5.269,1.585,0.244,607.033,6173.924,140.174
1994,Mexico,1793.0317,292.23007,1021.43054,301.03,351.534,56.902,258.052,89259202.0,972991954944.0,13.812,4.09,0.24,630.924,6431.976,140.483
1995,Mexico,1746.9808,291.86252,950.10956,306.90234,330.905,56.92,237.244,90862449.0,916478885888.0,-20.629,-5.868,0.23,616.124,6669.219,142.18
1996,Mexico,1888.243,308.0503,964.5441,312.78293,341.544,62.745,236.842,92452701.0,971219730432.0,10.639,3.215,0.231,623.593,6906.062,145.787
1997,Mexico,1972.6746,311.06473,1006.9446,314.37393,362.462,65.772,252.202,94021205.0,1045710700544.0,20.919,6.125,0.24,663.638,7158.263,152.366
1998,Mexico,2017.5048,329.34113,1054.3689,334.79,381.102,71.088,264.274,95575245.0,1105636622336.0,18.639,5.142,0.242,690.308,7422.538,155.403
1999,Mexico,1924.6742,342.3527,1047.314,337.90872,386.04,69.803,271.403,97115711.0,1156619567104.0,4.938,1.296,0.242,686.937,7693.941,152.294
2000,Mexico,1980.8431,333.7867,1120.5376,359.13306,391.439,81.202,263.874,98625554.0,1241194692608.0,5.399,1.399,0.231,700.851,7957.815,155.991
2001,Mexico,2045.3356,331.40704,1107.69,361.90524,407.485,82.887,275.577,100099100.0,1251502718976.0,16.046,4.099,0.243,706.851,8233.393,154.654
2002,Mexico,2068.0566,337.2773,1052.2218,410.68826,410.301,92.171,265.359,101548627.0,1275457961984.0,2.816,0.691,0.239,707.887,8498.751,155.715
2003,Mexico,2188.7676,348.40408,1086.2057,445.09406,435.969,101.903,273.195,102978518.0,1306677477376.0,25.668,6.256,0.25,737.304,8771.946,160.183
2004,Mexico,2210.1965,370.27045,1138.6555,480.21918,438.588,105.647,276.736,104394132.0,1373060333568.0,2.62,0.601,0.238,733.888,9048.683,159.727
2005,Mexico,2168.895,443.1189,1226.7955,527.12335,463.432,105.516,291.123,105811502.0,1427140378624.0,24.843,5.664,0.229,760.861,9339.806,162.196
2006,Mexico,2123.0002,484.522,1185.0917,582.8828,474.519,117.937,284.689,107253666.0,1510732333056.0,11.087,2.392,0.232,779.744,9624.494,166.995
2007,Mexico,2003.0499,468.58575,1236.5321,570.4138,473.595,117.274,286.649,108774357.0,1572479303680.0,-0.924,-0.195,0.229,773.291,9911.144,169.142
2008,Mexico,1824.7035,472.3058,1275.9948,599.96576,472.981,118.567,288.397,110374285.0,1607479066624.0,-0.614,-0.13,0.22,774.599,10199.541,172.791
2009,Mexico,1705.7043,525.8305,1219.6002,651.688,460.294,123.433,272.741,111999721.0,1543820935168.0,-12.688,-2.683,0.217,760.482,10472.282,171.246
2010,Mexico,1693.3341,511.77817,1171.3154,660.44543,456.409,124.122,259.679,113623897.0,1638271418368.0,-3.885,-0.844,0.215,757.928,10731.96,171.044
2011,Mexico,1680.7505,520.98987,1188.146,708.0849,483.302,130.707,272.512,115243504.0,1716088340480.0,26.893,5.892,0.218,787.249,11004.473,174.144
2012,Mexico,1673.0602,508.50186,1213.6655,736.5377,501.489,135.727,290.158,116818209.0,1774999961600.0,18.187,3.763,0.224,803.87,11294.631,171.306
2013,Mexico,1649.6648,524.8804,1175.1095,777.9507,495.415,142.277,277.695,118343571.0,1803059331072.0,-6.074,-1.211,0.221,798.163,11572.325,172.957
2014,Mexico,1594.4459,512.99805,1121.4913,788.4845,484.045,138.503,269.275,119784263.0,1854551097344.0,-11.371,-2.295,0.217,785.218,11841.6,172.119
2015,Mexico,1483.0002,479.46945,1087.8053,807.82916,479.434,147.977,258.874,121072310.0,1916008792064.0,-4.611,-0.953,0.217,774.545,12100.474,172.008
2016,Mexico,1411.3071,459.29507,1117.6816,853.08124,478.828,151.455,251.592,122251345.0,1961906667520.0,-0.606,-0.126,0.212,750.356,12352.066,172.1
2017,Mexico,1273.1558,419.1266,1090.6477,896.77747,464.406,143.251,245.84,123400054.0,2007719477248.0,-14.421,-3.012,0.203,738.97,12597.906,171.501
2018,Mexico,1189.6406,397.84943,1021.4716,921.7973,468.413,165.521,228.842,124573714.0,2051539206144.0,4.007,0.863,0.207,737.084,12826.749,172.716
2019,Mexico,1103.9011,385.86258,974.0516,952.64667,468.236,157.1,238.026,125762977.0,2047701155840.0,-0.178,-0.038,0.209,779.878,13064.774,173.752
2020,Mexico,1105.4672,361.15512,838.9448,951.09265,428.94,160.951,204.105,126799052.0,1880176590848.0,-39.295,-8.392,0.21,728.287,13268.879,175.425
2021,Mexico,1121.608,343.3781,956.6506,939.0386,446.834,165.839,219.977,127648152.0,1973140979712.0,17.894,4.172,0.205,737.827,13488.857,176.917
2022,Mexico,1135.4508,361.08475,1048.4077,933.2493,465.336,164.588,235.344,128613113.0,2033437638656.0,18.502,4.141,0.205,757.483,13724.201,180.974
2023,Mexico,1192.4994,385.32855,991.90405,1005.1705,482.623,176.579,238.041,129739764.0,,17.288,3.715,0.206,777.871,13962.242,181.861
1970,Netherlands,,279.16666,429.0313,176.38889,141.803,35.346,85.669,13052082.0,248591794176.0,26.001,22.453,0.215,191.95,876.219,32.907
1971,Netherlands,,385.83334,423.7892,230.55556,140.666,45.763,79.817,13208353.0,259072983040.0,-1.137,-0.802,0.202,191.456,956.035,33.44
1972,Netherlands,,514.44446,472.7687,300.0,157.495,59.152,86.108,13342780.0,267650547712.0,16.829,11.964,0.195,210.954,1042.143,35.431
1973,Netherlands,,625.5556,487.92667,333.6111,165.26,65.26,87.855,13453743.0,280204148736.0,7.764,4.93,0.192,221.852,1129.998,37.612
1974,Netherlands,,741.6667,418.32547,355.0,159.985,70.052,77.12,13559670.0,291312140288.0,-5.275,-3.192,0.196,219.763,1207.118,40.023
1975,Netherlands,,803.3333,412.4857,370.27777,152.525,71.899,70.591,13680031.0,291063988224.0,-7.46,-4.663,0.185,212.959,1277.709,40.709
1976,Netherlands,,858.3333,464.20844,384.44443,169.131,74.958,83.583,13786640.0,304755703808.0,16.605,10.887,0.188,230.72,1361.292,41.341
1977,Netherlands,,861.1111,445.5194,385.83334,163.606,74.102,78.272,13868607.0,313049841664.0,-5.525,-3.267,0.186,225.151,1439.564,41.453
1978,Netherlands,,788.3334,455.18344,386.66666,169.793,78.043,79.37,13953922.0,320433848320.0,6.187,3.782,0.189,231.431,1518.934,41.552
1979,Netherlands,,826.6667,490.44183,385.0,187.007,84.503,89.574,14050176.0,327558463488.0,17.214,10.138,0.201,249.988,1608.508,42.54
1980,Netherlands,,799.44446,458.67545,351.94443,176.632,79.122,83.651,14162687.0,331504746496.0,-10.375,-5.548,0.203,239.988,1692.158,43.227
1981,Netherlands,,742.2222,426.86795,335.0,164.11,81.491,66.912,14262690.0,329838788608.0,-12.522,-7.089,0.198,226.669,1759.07,42.794
1982,Netherlands,,634.7222,373.0677,320.0,133.487,62.682,57.098,14333902.0,325990940672.0,-30.623,-18.66,0.175,194.47,1816.169,42.068
1983,Netherlands,,675.8334,353.5345,342.22223,137.357,66.696,49.596,14396901.0,331569922048.0,3.87,2.899,0.179,199.645,1865.765,43.367
1984,Netherlands,,684.1667,349.0069,363.6111,144.073,70.528,47.485,14462810.0,342475538432.0,6.716,4.889,0.181,207.908,1913.25,44.235
1985,Netherlands,,716.3889,353.14587,383.33334,146.98,74.066,46.959,14538958.0,353024507904.0,2.907,2.018,0.179,210.861,1960.209,44.459
1986,Netherlands,,655.0,391.56683,382.22223,144.014,66.978,52.85,14626489.0,362737696768.0,-2.966,-2.018,0.167,207.991,2013.058,44.4
1987,Netherlands,,656.1111,394.37207,394.44443,151.48,69.224,56.081,14724947.0,367878504448.0,7.466,5.184,0.172,215.21,2069.14,44.439
1988,Netherlands,,579.1667,418.44595,356.6667,145.603,62.735,53.908,14825916.0,377506496512.0,-5.878,-3.88,0.165,207.481,2123.048,42.901
1989,Netherlands,,633.05554,412.89236,365.83334,161.664,76.816,53.542,14921107.0,395159109632.0,16.061,11.031,0.182,223.786,2176.59,43.444
1990,Netherlands,,634.1667,428.5198,368.05557,162.797,75.023,49.202,15030884.0,411390803968.0,1.133,0.701,0.179,224.875,2225.792,43.569
1991,Netherlands,,716.99994,411.34976,410.69446,171.193,83.913,50.54,15155091.0,423942324224.0,8.397,5.158,0.184,234.109,2276.332,44.331
1992,Netherlands,,720.05554,431.89185,399.91666,170.997,82.528,51.65,15276786.0,433663901696.0,-0.197,-0.115,0.182,233.401,2327.983,43.741
1993,Netherlands,,734.0,426.74704,411.30557,170.964,83.614,51.721,15389718.0,441708281856.0,-0.032,-0.019,0.181,233.018,2379.704,43.064
1994,Netherlands,,696.2778,424.05542,397.2222,171.731,80.557,52.234,15485453.0,457377480704.0,0.766,0.448,0.183,232.951,2431.938,42.058
1995,Netherlands,,707.8333,447.47482,408.02777,173.261,82.168,52.949,15565033.0,474451017728.0,1.53,0.891,0.178,233.625,2484.887,41.274
1996,Netherlands,,801.0833,447.37653,452.19446,182.323,91.306,54.307,15640031.0,494206812160.0,9.062,5.23,0.179,243.729,2539.194,41.098
1997,Netherlands,,709.5,464.7484,423.69446,175.247,85.289,54.021,15723620.0,518458408960.0,-7.075,-3.881,0.175,232.915,2593.216,38.645
